Random State,GA Revisit Possible,Selection Type,ACO Revisit Possible,Alpha,Beta,GA Best Generation,GA Best Score,GA Best Secondary Score,GA Generations per Second,ACO First Full Path,ACO First Optimal Path,ACO Convergence Iteration,ACO Iterations per Second,Total Time
100,False,best to rest,True,3.0,3.0,45,0.0,20,47.87,,,,,0.94
100,False,best to rest,False,1.5,1.5,45,0.0,20,47.87,,,,,0.94
100,False,best to rest,False,1.5,3.0,45,0.0,20,47.87,,,,,0.94
100,False,best to rest,False,3.0,1.5,45,0.0,20,47.87,,,,,0.94
100,False,best to rest,False,3.0,3.0,45,0.0,20,47.87,,,,,0.94
100,True,hybrid,True,1.5,1.5,43,1.5812,24,38.76,1.0,3.0,5.0,10.87,1.75
100,True,hybrid,True,1.5,3.0,43,1.5812,24,38.76,1.0,2.0,4.0,16.0,1.54
100,True,hybrid,True,3.0,1.5,43,1.5812,24,69.44,1.0,2.0,3.0,13.64,0.95
100,True,hybrid,True,3.0,3.0,43,1.5812,24,39.06,1.0,2.0,3.0,9.68,1.6
100,True,hybrid,False,1.5,1.5,43,1.5812,24,38.76,1.0,2.0,7.0,15.56,1.74
100,True,hybrid,False,1.5,3.0,43,1.5812,24,39.06,1.0,2.0,4.0,16.0,1.54
100,True,hybrid,False,3.0,1.5,43,1.5812,24,39.06,1.0,2.0,3.0,14.29,1.49
100,True,hybrid,False,3.0,3.0,43,1.5812,24,38.76,1.0,2.0,3.0,14.29,1.5
100,False,hybrid,True,1.5,1.5,1,1.5812,26,98.04,1.0,3.0,4.0,21.05,0.7
100,False,hybrid,True,1.5,3.0,1,1.5812,26,84.75,1.0,2.0,3.0,9.68,0.9
100,False,hybrid,True,3.0,1.5,1,1.5812,26,57.47,1.0,3.0,4.0,11.76,1.2
100,False,hybrid,True,3.0,3.0,1,1.5812,26,58.14,1.0,2.0,3.0,10.34,1.16
100,False,hybrid,False,1.5,1.5,1,1.5812,26,57.47,1.0,2.0,7.0,15.22,1.33
100,False,hybrid,False,1.5,3.0,1,1.5812,26,57.47,1.0,2.0,7.0,14.58,1.34
100,False,hybrid,False,3.0,1.5,1,1.5812,26,58.14,1.0,2.0,3.0,13.64,1.08
100,False,hybrid,False,3.0,3.0,1,1.5812,26,58.14,1.0,2.0,5.0,13.89,1.23
